UPS CGC/PI,Jul/94,Ago/94,Set/94,Out/94,Nov/94,Dez/94,Jan/95,Fev/95,Mar/95,Abr/95,Mai/95,Jun/95,Jul/95,Ago/95,Set/95,Out/95,Nov/95,Dez/95,Jan/96,Fev/96,Mar/96,Abr/96,Mai/96,Jun/96,Jul/96,Ago/96,Set/96,Out/96,Nov/96,Dez/96,Jan/97,Fev/97,Mar/97,Abr/97,Mai/97,Jun/97,Jul/97,Ago/97,Set/97,Out/97,Nov/97,Dez/97,Jan/98,Fev/98,Mar/98,Abr/98,Mai/98,Jun/98,Jul/98,Ago/98,Set/98,Out/98,Nov/98,Dez/98,Jan/99,Fev/99,Mar/99,Abr/99,Mai/99,Jun/99,Jul/99,Ago/99,Total
00.783.827/0003-80-C DE FISIOT MARIA HAYDE C MEDEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901.15,2901.15,2434.32,2901.15,2865.24,2865.24,2901.15,2901.15,2901.15,2901.1499999999996,2901.1499999999996,2901.1499999999996,2901.1499999999996,2897.37,2814.21,2379.51,2392.7400000000002,2814.21,2901.15,2901.1500000000005,0,2224.53,3624.96,6336.6,3584.84,3624.96,3624.9600000000005,3626.2799999999997,3621.24,3186,3105.76,3624.96,3609.96,3624.96,3624.96,3624.96,3624.96,114571.53000000006
00.851.855/0001-26-US DA FAMILIA DE PALMEIRA DO PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.78,892.9100000000001,1780.12,1501.5900000000001,951.9800000000001,1593.1399999999999,1561.91,9174.43
00.946.687/0001-52-PS DO SANTANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778.34,1778.1700000000003,3556.51
00.998.376/0001-37-AMB MUN DE SAUDE DE STA CRUZ DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.8500000000001,1311.1399999999999,1363.86,1364.1200000000001,1363.8499999999997,1363.8499999999997,1363.78,1362.9800000000002,2193.4800000000005,1944.2900000000002,2176.17,2132.9900000000002,2563.17,2102.5200000000004,2123.4799999999996,2073.79,2298.2,5594.520000000001,5071.160000000001,41131.20000000001
00.998.376/0001-37-PS CARREIRAS,0,0,0,0,0,0,0,0,127.17,121.76,0,0,0,121.75999999999999,0,0,142.16,0,148.08,38.25,31.110000000000003,0,0,43.349999999999994,14.79,392.64,392.64,392.64,392.64,392.64,392.64,392.64,392.64,392.64,392.64,360,928.51,928.51,928.51,928.51,961.1500000000001,961.15,928.5,870,870,870,870,872.2,872.2,872.2,872.2,402.64,405.28,405.28,405.28,405.28,405.28,403.96,405.28,405.28,189.73000000000002,118.92999999999999,22560.68999999999
00.998.376/0001-37-PS DIVISAO,0,0,0,0,0,0,0,0,198.65999999999997,179.99,0,179.99,159.59,154.49,179.99,194.27,179.99,179.99,174.38000000000002,165.42000000000002,174.38,174.38000000000002,158.3,127.5,35.7,332.63000000000005,332.63,332.63,332.63,332.63,332.63,332.63,332.63,332.63,332.63,224.51,763.53,763.53,763.53,763.63,871.7500000000001,871.75,763.5,350.51,350.51,0,702.67,361.25000000000006,361.25000000000006,361.25000000000006,358.91,307.89,307.69000000000005,307.83,307.54,307.54,304.82000000000005,304.82000000000005,304.82000000000005,307.69000000000005,314.67,147.93999999999997,17798.649999999998
00.998.376/0001-37-PS SITIO MINAS,0,0,0,0,0,0,176.69,200.54,178.37,178.37,0,178.37,209.73,178.37,178.37,195.90999999999997,178.37,178.37,158.07999999999998,158.07999999999998,160.11999999999998,181.94,181.94,135.66,35.7,503.7699999999999,503.77,507.85,507.84999999999997,507.84999999999997,507.84999999999997,507.84999999999997,507.84999999999997,507.84999999999997,507.84999999999997,389.53,892,892,892,892,979.7200000000001,1002.1600000000001,892,398,398,397.98,398,405.66,405.66,405.66,608.66,2569.92,307.92,307.92,307.92,323.76,307.92,307.92,307.92,307.92,204.17,151.51,23767.14999999998
01.027.013/0001-17-LABORATORIO DE CITOPATOLOGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.2,7911.860000000001,2759.38,0,788.8,835.2,835.2,589.28,724.9499999999999,1304.91,1278.06,1004.19,21765.030000000002
01.072.171/0001-99-CLIGAPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521.96,1533.49,1360.54,1614.2,1372.07,1568.08,1568.08,2234.56,2139.3,2181.44,2201.38,2221.32,2113.83,2181.44,2168.12,2225.76,2215.79,2216.88,2198.03,2206.9100000000003,1095.16,2722.32,42860.66
01.094.665/0001-74-PS CALDEIRAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.88000000000005,396.8,445.70000000000005,445.7,389.50000000000006,397.69,0,397.81,397.77,445.30000000000007,426.33000000000004,445.49000000000007,438.96000000000004,444.55,445.85,444.41999999999996,470.04000000000013,397.81,7275.600000000001
01.094.665/0001-74-PS DE JUREMA,0,0,0,0,0,0,23.46,221.85,0,227.6,0.58,0,222.19,267.09999999999997,221.85,55.589999999999996,343.83,0,285.76,0,0,0,0,120.47,104.69999999999999,737.2299999999999,724.83,735.3400000000001,720.4899999999999,708.51,708.51,708.51,724.83,708.51,736.81,728.63,720.75,736.8799999999999,736.4599999999999,720.72,720.91,736.9699999999999,663.52,271.32,539.62,490,575.32,490,490,554.9200000000001,224,1435,490,490,490,542.38,549.34,522.64,530.8,522.64,555.2800000000001,547.1200000000001,25383.769999999997
01.094.665/0001-74-PS DIOGO,0,0,0,0,0,0,322.83,0,306.85999999999996,308.0799999999999,312.53000000000003,262.14,302.02,0.51,112.2,310.26,0,294.27,78.03,0,306.7,120.86999999999999,0,169,154.66000000000003,406.47,406.71,396.04999999999995,369.53,369.53,369.53,369.53,369.53,406.48999999999995,396.04999999999995,405.80999999999995,406.48999999999995,394.52,405.96999999999997,405.65,406.65,406.81,369.5,281.2,597.9300000000001,250.92999999999998,623.9299999999997,353.29,383.38000000000005,454.48,0,389.49,388.56,452.7400000000001,129.92999999999998,489.05999999999995,428.1500000000001,468.07,454.94000000000005,465.77000000000004,464.3100000000001,397.45,17895.39
01.094.665/0001-74-PS DO KM 87,0,0,0,0,0,0,0,162.8,352.86,321.47,0,254.82000000000002,304.8,234.71,232.44000000000003,255.76,184.62,0,233.14000000000001,0,18.87,0,0,152.75000000000003,149.45000000000002,785.0699999999999,783.4799999999999,785.41,736,736,736,736,750.28,736,767.38,764.16,776.88,773.08,774.9799999999999,772.6599999999999,770.02,767.54,735.94,646.14,829.5899999999999,814.9699999999999,834.39,663.8699999999999,783.6200000000001,827.2699999999999,0,839.7099999999997,759.9499999999998,822.7099999999996,847.1100000000001,843.92,883.25,866.5299999999997,856.4899999999999,859.8399999999999,1008.5599999999998,999.9300000000001,31533.219999999994
01.095.148/0001-10-HOSP DAS CLINICAS DE S JOAO DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997.91,61611.21,64609.119999999995
01.108.606/0001-08-INST DO RIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.69,853.3,11598.72,12852.890000000001,15184.55,19168.79,19025.329999999998,20780.899999999998,22385.540000000005,20820.79,26010.06000000001,26684.19000000001,32458.11000000002,31921.910000000014,33773.74000000002,38382.56000000002,39077.33,38006.78000000001,35662.46999999997,38250.97000000002,38367.370000000024,38419.88000000003,48003.610000000015,48375.469999999994,55390.76000000003,56484.83000000002,57915.630000000034,55585.06000000003,55099.51000000003,54101.910000000025,53689.49999999997,56600.630000000005,56654.95000000003,56817.91000000004,64289.53000000006,48870.04000000002,48420.840000000026,1376502.0500000005
01.123.042/0001-82-BIODIAGNOSTICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135.11,0,6645.06,7612.54,8911,8911,8911,8911,8911,8911,8911,8911,8911,10896.88,7892.6,9929.4,127310.59
01.193.129/0001-26-LAB DE PREV DE CANCER DO PIAUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735.2,1726.08,1726.08,1702.88,2013.75,2738.7,2470.2,2185.59,18298.48
01.224.142/0001-03-UNIMAGEM LTDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526.8,12036.44,21356.3,19140.93,18941.58,21559.579999999998,23840.14,25889.460000000003,24685.25,30983.61,31702.79,31248.700000000004,32825.850000000006,31599.98,33008.89,32429.96,33994.979999999996,33478.38,33305.57,33588,38275.21,41728.61,39379.68,41693.66,688220.3500000001
01.265.444/0001-11-CLINICA ODONTO PREVENCAO,170.66,142.29999999999998,139.98,126.08,88.92999999999999,117.64,100.58,0,135.54,83.99999999999999,0,0,132.36,63.96,76.53999999999999,72.08000000000001,98.83999999999999,174.79999999999998,80.67999999999999,0,120.34,133.03999999999996,0,0,200.72,201.6,200.66,198.06,214.58,0,120.1,0,201.51999999999998,201.34,196.94,201.7,185.48,0,120.02,156.10999999999999,157.92,0,114.66,139.34,139.45000000000002,112.45,158.83,125.02000000000001,0,159.04,169.28,198.06,235.8,144.91,239.82999999999998,272.11,276.83,173.48,229.20000000000002,237.54999999999998,148.70999999999998,191.36,8081.0099999999975
01.297.115/0001-52-SMS DE ITAINOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.61,1011.8500000000003,856.61,1741.01,1844.4199999999996,1226.81,1227.4699999999996,2790.8399999999992,2981.0800000000004,14790.699999999999
01.499.149/0001-20-P DE S IBIRATANHA,1659.99,925.92,352,807.97,762.55,418,631.25,603.86,1249.83,1253.79,1056,1288.54,1237,1212.37,1056,1339.46,1282.46,1056,1056,1157.83,1180.63,1056,1143.43,1364.6399999999999,1260.76,1104.23,1104.23,1104.23,1016.51,1016,1016.51,664,664,664,664,752.23,725.71,727.75,752.2300000000001,752.23,752.23,752.2299999999999,568.9,664,664,1115.76,658.29,666.36,631.6800000000001,582.54,126.28,556.03,530.7,581.01,684.85,583.96,619.8700000000001,640.09,680.6800000000001,664.46,555.6,525.76,52945.42000000001
01.519.467/0001-05-P DE S DE SAO CRISTOVAO,873.71,875.8699999999999,949.89,548.8499999999999,624.97,615.28,599.56,557.19,863.5,885.56,704,977.84,957.99,620,0,908.64,841.23,908.72,857.6800000000001,589.72,1041.1399999999999,1097.1,1100.1599999999999,625.02,625.02,735.02,735.02,735.02,735.02,735.32,735.35,733.12,734,734,734,734,734,733.12,733.25,733.87,735.02,735.11,549.2,733.92,735.04,0,1085.44,610.11,526.71,570.96,30,629.6899999999999,549.6800000000001,445.36,550.36,719.18,715.5699999999999,665.7299999999999,659.39,734.6500000000001,737.5000000000002,717.5500000000001,43698.920000000006
01.525.439/0001-09-C LABORATORIAL DRA MARCIA PIAUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.8300000000004,3996.899999999999,3131.0199999999995,0,3833.6500000000005,7024.48,3993.85,3998.8999999999996,3971.95,2979.14,35272.72
01.565.371/0001-83-LAB DE ANAL CL ESPECIALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.02,1991.1599999999999,2366.13,2441.6600000000003,2440.21,139.63,138.94000000000003,119.85000000000002,140.8,138.83999999999997,104.48,4536.92,2595.89,2307.919999999999,2383.6699999999996,21939.119999999995
01.586.717/0001-20-PS BARRA DE DUAS VERTENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,815.19,843.39,867.79,602.25,743.02,807.53,806.67,807.4300000000001,865.97,835.79,658.06,658.06,772.7299999999999,205.74,0,727.77,772.73,773,772.8499999999999,772.85,772.8499999999999,772.73,772.8499999999999,772.7299999999999,772.7299999999999,772.6700000000001,772.7299999999999,772.73,772.81,608.4600000000002,772.7299999999999,927.97,865.13,926.88,440.26,150.64,524.69,535.8000000000001,497.89,497.19,538.83,537.33,537.4499999999999,606.6099999999999,550.35,552.24,492.74999999999994,882.2600000000002,607.4000000000001,33116.51
01.586.717/0001-20-PS BURITIZAL,682.92,421.68,352.64,385.65999999999997,538.2,352,436.15,501.43,381.07,482.56,487.65999999999997,480.52,515.8,565.66,488.59000000000003,546.6700000000001,485.75,522.7,493.78,465.32,439.15,451.15,394.97,415.42999999999995,393.45000000000005,374.61,461.59999999999997,348.69,465.09000000000003,398.36,480.14,501.63,841.5600000000001,840.46,841.36,841.7,841.36,841.72,841.36,841.36,841.3599999999999,841.3599999999999,523.12,841.3600000000001,1110.13,995.24,966.21,467.62,527.62,506.37,518.45,520.93,485.55999999999995,551.3299999999999,508.29,506.14,540.11,552.82,517.72,547.6899999999999,521.8500000000001,559.99,35393.18000000001
01.586.717/0001-20-PS COMBOEIRO,742.92,388.72,795,511.12,480.01,466.75,773.4,677.77,798.35,733.87,661.01,807.02,724.81,801.3,832.01,795.29,789.68,824.87,784.23,675.61,740.2,771.5,859.55,651.9,651.9,767.3199999999999,767.5999999999999,767.3700000000001,767.5899999999999,765.98,717.7400000000001,767.33,767.75,767.75,767.6700000000001,767.4399999999999,767.5500000000001,767.55,767.71,767.55,767.55,767.55,518.58,767.55,1026.93,890.0000000000001,894.2400000000001,447.92999999999995,584.65,514.09,571.35,589.5600000000001,506.9200000000001,540.53,573.25,611.16,564.53,578.02,565.2099999999999,541.76,568.8,552.39,43143.23999999999
01.586.717/0001-20-PS DA PALMEIRINHA,390.6,409.12,402.92,478.94,559.3399999999999,267.78,396.3,443.22,301.48,464.95,325.76,298.19,516.71,490.72,422.76,481.75,444.32,452.98,743.9,507.64,548.38,547.25,0,354.34000000000003,346.79999999999995,133.79000000000002,408.77,417.30999999999995,418.13,418.28999999999996,418.16999999999996,408.16999999999996,770.2799999999999,760.96,770.24,770.2399999999999,760.96,760.96,770.24,770.24,770.24,769.85,568.1799999999998,764.68,1231.3999999999996,945.82,972.8499999999998,460.83,586.04,537.14,527.66,533.9499999999999,534.99,569.08,557,584.47,528.41,539.79,539.08,533.25,523.6,573.5699999999999,33504.780000000006
01.586.717/0001-20-PS ISIDORIA,459.84,410.14,359.81,510.90999999999997,0,512.81,438.19,602.03,612.61,490.04999999999995,468.28,545.64,495.31999999999994,558.28,464.71,431.29,463.66999999999996,492.5,517.0699999999999,620.86,638.3599999999999,685.68,0,419.44000000000005,427.33,426.05999999999995,461.19,503.78999999999996,456.14,494.28999999999996,0,506.3299999999999,846.52,855.7199999999999,846.29,855.8,846.1400000000001,855.8,855.53,855.52,855.8000000000001,855.4900000000001,571.7799999999999,846.4300000000001,1019.99,926.2700000000001,903.8399999999999,392.59000000000003,525.9799999999999,645.3099999999998,691.8299999999999,545.8,635.98,670.96,530.8199999999999,569.22,558.87,647.0300000000001,585.6700000000001,626.99,585.9699999999999,634.05,36116.61
01.586.717/0001-20-PS JOAO PIRES,625.7199999999999,569.28,613.08,555.96,591.73,702.3299999999999,544.81,694.1799999999998,456.93,506.75,538.75,580.91,724.67,672.6,470.13,742.38,526.39,705.99,654.64,703.0699999999999,755.6,633.75,603.73,506.29999999999995,506.3,582.32,596.54,594.8399999999999,596.54,162.39,596.54,596.52,596.5400000000001,596.54,596.54,596.54,596.54,596.5400000000001,596.5400000000001,596.54,596.54,0,596.44,596.0300000000001,1101.24,905.7699999999998,931.3,452.24,593.76,515.49,520.5600000000001,517.18,518.88,518.27,625.4299999999998,572.8000000000001,544.03,595.37,573.9399999999999,590.87,512.85,530.59,36593.570000000014
01.586.717/0001-20-PS OITICICA,704.2,658.84,584.34,768.23,740.8299999999999,659.83,0,612.6899999999999,641.33,640.23,698.19,672.4300000000001,790.9300000000001,810.8,623.11,786.9,803.03,834.23,724.33,673.72,652.35,698.8,175.95,559.63,559.63,161.58999999999997,658.34,658.34,658.3499999999999,650.1899999999999,658.6600000000001,856.32,1010.3399999999999,1010.34,1010.33,1010.4399999999999,1010.3299999999999,1010.34,1010.3499999999999,1009.77,1010.32,1010.35,782.46,1010.3499999999999,1369.9000000000003,1300.6499999999999,1310.62,628.4200000000001,766.9,810.78,757.1800000000001,760.8900000000001,793.14,721.78,777.0400000000001,709.96,719.95,712.0199999999999,810.6700000000001,730.5299999999999,813.1399999999998,873.9900000000001,47639.61999999998
01.586.717/0001-20-PS PONTA D'AGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.71000000000001,107.89999999999999,61.63999999999999,49.919999999999995,105.17999999999999,390.35
01.586.717/0001-20-PS SANTA ROSA,701.2,761.84,697.28,732.54,792.1,759.63,0,853.8,645.2,663.37,521.21,691.1800000000001,679.23,775.86,720.1700000000001,708.44,774.3299999999999,637.05,747.39,685.24,748.8299999999999,659.94,780.99,541.2,537.12,638.46,172.79,631.96,638.4599999999999,638.4599999999999,638.07,638.4599999999999,636.8799999999999,638.4599999999999,638.46,638.46,638.4599999999999,638.46,638.4599999999999,638.4599999999999,638.4599999999999,638.46,549.1999999999999,638.4599999999999,519.39,523.47,523.49,416.73,192.03999999999996,510.93,500.34,478.29999999999995,460.77,481.51,521.9,503.42,522.6899999999999,523.51,513.46,484.41999999999996,522.3900000000001,506.94,37088.17999999999
01.586.717/0001-20-PS SEMSAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.8500000000001,1863.93,7824.870000000001,5278.4800000000005,2333.63,7008.310000000001,7235.139999999999,7229.86,7079.369999999997,6963.46,5908.599999999999,7107.699999999999,6983.119999999999,8453.279999999999,8482.510000000002,9095.73,10283.289999999999,10766.909999999998,120340.03999999998
01.586.717/0001-20-PS TABULETA,394.44,549.3199999999999,568,640.36,767.6,761.04,715.04,779.06,0,126.48,590.84,609.31,653.63,841.88,654.27,729.99,877.89,717.11,832.58,715.64,813.25,759.5799999999999,629.74,512.97,504.80999999999995,606.88,606.78,606.78,578.22,606.78,606.78,719.22,957.76,958.78,958.78,958.78,958.78,958.78,958.7800000000001,958.7800000000001,958.7799999999999,958.78,718.4000000000001,958.7800000000001,1436.2799999999995,1251.6299999999994,1231.2400000000002,711.1500000000001,927.79,845.64,823.8199999999999,740.48,747.1700000000001,750.5400000000002,975.8800000000002,906.87,767.2799999999999,1328.39,802.0600000000001,794.0600000000002,815.7499999999999,716.26,47912.519999999975
01.586.717/0001-20-PS VEREDA,647.12,535.08,302.68,483.86999999999995,755.1,654.96,749.49,743.79,460.07,590.26,662.34,781.1800000000001,728.46,790.83,681.06,852.41,803.96,808.55,774.4300000000001,822.97,586.55,754.59,601.22,612.1800000000001,612.1800000000001,709.67,652.55,719.9499999999999,719.84,707.63,719.8699999999999,703.55,719.87,719.87,719.87,719.87,719.87,719.87,719.8700000000001,719.87,719.87,719.8699999999999,594.6200000000001,719.8700000000001,1218.3299999999997,1053.31,1012.19,514.2900000000001,582.19,526.35,565.06,529,508.79,574.29,527.87,563.86,268.33,582.17,564.79,550.15,570.86,564.2899999999998,41517.69999999999
01.612.556/0001-00-P DE S DE BAIXIO DOS BELOS,462,352,698.76,479.5,497.35,470.83000000000004,497.35,332.07,514.27,483.48,553.96,539.6800000000001,695.74,567.73,621.28,547.96,518.74,570.79,592.21,394.33,660.04,643.21,620.26,456.0400000000001,456.04,535.3800000000001,536.62,536.62,534.76,534.74,536.62,536.62,536.62,431.56,263.43,0,184.51,184.51,184.87,184.74,184.82,184.51,184.5,184.6,184.44,0,1017.77,135,0,487.28999999999996,568,676.24,568,568,4546.820000000001,1785.66,568,568,568,568,987,987,34468.869999999995
01.612.556/0001-00-PS ANTONIO LOPES DE MORAIS,2727.44,1968.59,2448.93,1832.42,1985.42,1117.9,1084.91,1506.52,1585.44,1639.54,1836.56,1942.72,2005.87,1966.9299999999998,1837.4,2039.71,1679,1724.51,1570.78,1822.73,2152.27,1985.5900000000001,225.42000000000002,1475.62,1475.6200000000001,1736.72,1736.72,1736.72,1736.81,1736.72,1736.44,1736.72,1736.72,1396.72,1396.72,1396.72,1396.72,1396.72,1396.72,0,1396.72,1360,1249.22,1396.72,1396.72,1018.81,0,492.26,643.72,531.53,866.94,856.3400000000001,736.07,870.2199999999999,3288.2400000000002,1676.63,871.86,875.2699999999999,775.6700000000001,875.28,831.45,821.66,88743.06000000004
01.612.557/0001-46-CS D TEODORA OLIVEIRA,198.9,307.40999999999997,102.96000000000001,874.85,769.38,752.45,968.72,888.6200000000001,604.0699999999999,711.47,870.7099999999999,831.7399999999999,1056.47,952.41,723.62,777.04,826.99,761.02,766.03,690.4,575.64,839.37,540,588.56,658.0799999999999,721.65,702.1,701.28,702.11,627.05,678.14,552.3199999999999,1183.7099999999998,1183.87,1183.8600000000001,1183.96,1184.13,1184.13,1183.5,1183.47,1183.63,1183.73,1184.08,4616.460000000001,2863.51,1838.84,1186.9999999999998,1746.37,1745.9499999999998,1745.8899999999999,1794.84,1746.57,1745.2100000000003,1664.42,1687.1000000000001,1664.24,1664.3700000000001,1746.48,1746.1,1745.3600000000001,1746.4,1746.03,71784.76999999999
01.612.559/0001-35-PS JOAQUIM RODRIGUES DE SOUSA,7016.91,6019.51,6258.46,6600.32,6632.91,6768.38,5543.59,5527.06,5442.93,4148.62,4678.76,4699.49,5025.97,5096.78,5520.16,4632.240000000001,5056.71,4818.14,3571.74,6124.97,5056.09,5917,5244.13,4262.8,4261.21,5013.04,4967.68,4488.23,2320.17,0,6139.599999999999,3032,3738.69,3340.57,2774.6000000000004,2812.22,2948.42,246.69,3386.0599999999995,3385.3299999999995,3387.109999999999,3385.5899999999997,1970.4199999999996,3387.32,3387.2300000000005,2137.25,2138.32,2137.82,2138.2799999999997,1505.9399999999996,400.74,2057.55,2333.2099999999996,2020.54,2001.0499999999997,2100.91,2137.669999999999,2137.7900000000004,2137.88,2013.5899999999997,1935.6200000000001,2137.5099999999998,231507.5200000001
01.612.560/0001-60-P S  CARRO QUEBRADO,0,0,0,161.42999999999998,176.22,176.46,178.81,186.93,171.12,180.3,211.41,201.72,194.58,185.39999999999998,198.15,203.76,216.50999999999996,245.07,160.88000000000002,152.72,0,240.95000000000005,211.33,167.04000000000002,167.04000000000002,473.19000000000017,526.11,526.11,526.1100000000001,526.11,163.2,249.39,205.01999999999998,179.01,526.11,526.11,526.11,526.11,336.0900000000001,0,526.11,526.11,526.1,525.91,526.11,442.37,0,0,372.50000000000006,0,0,0.5,0.5,0.5,0.5,0,0,1470.16,547.8399999999999,1470.16,509.08000000000004,511.12,17758.180000000004
01.612.562/0001-59-P DE S CAPITAO DE CAMPOS,0,0,0,0,0,210,230,240,347.48,222,325.96,319.68,210,795.26,210,242,0,284,331.96999999999997,505.36,232,518.44,0,204.44,204.51,240.73,240.36,240.51,240.67,240.74,283.35,240.66,240.45999999999998,193.2,240.62,239.2,239.36,225.51999999999998,282.84,282.84000000000003,282.84000000000003,282.84000000000003,268.56,280.8,282.84,0,0,0,180.4,1,0,1,1,1,300,300,0,0,0,120.84,0,0,11607.279999999999
