Movimento de AIH - Arquivos Reduzidos - Brasil,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
19820703000194 HOSPITAL SANTA CRUZ,16575.35000000001,17811.340000000004,12544.25,16252.960000000005,12259.109999999999,0,27214.309999999976,13278.630000000003,14387.420000000006,13870.370000000008,12664.850000000004,15057.40000000001,18499.36,12700.490000000002,8488.639999999998,16934.110000000004,15354.660000000002,9441.05,18419.620000000014,9081.729999999996,15695.590000000006,13618.569999999996,18403.020000000008,19244.07,12748.640000000001,15933.930000000006,15820.040000000008,15260.109999999999,12305.569999999996,12016.389999999996,13113.040000000005,15422.310000000005,13253.170000000007,18357.320000000007,17528.260000000006,13783.060000000003,14753.270000000008,18124.29000000001,13217.369999999999,17580.340000000007,11780.440000000002,11165.699999999999,10959.850000000004,13823.850000000002,10332.130000000001,8553.32,12166.000000000002,14647.620000000003,8032.470000000001,13150.020000000002,10169.830000000007,6697.120000000001,14824.150000000012,8568.860000000002,8003.749999999999,11198.380000000001,13576.780000000006,14321.09,10811.259999999997,12259.500000000004,12621.320000000002,12309.670000000002,836987.12,PRIVADO
19843929000291 HOSPITAL GALBA VELLOSO,105185.99000000002,114456.59999999996,94886.00000000009,115836.1099999999,97435.58999999992,88275.71999999993,82234.7,86632.78000000004,94238.30000000002,84952.92,89124.88,90177.1,90970.8799999999,87241.95999999993,81482.44000000009,75312.40000000001,96410.18999999993,83453.23999999998,99964.04999999999,109262.12999999999,100494.8200000001,99603.35999999997,110090.0200000001,94211.28000000009,100599.24000000018,100302.59000000033,102298.76000000014,96630.06000000033,103316.51000000029,88033.29000000014,112488.13000000027,116542.8600000002,99114.01000000018,110492.51000000015,101682.47000000019,102892.48000000024,116712.52000000032,113485.36000000015,118665.18000000021,117900.72000000038,109154.91000000015,109940.34000000017,101172.55000000031,96863.78000000012,109154.47000000023,109217.17000000038,110489.80000000042,134295.23000000007,147805.21999999962,146796.24999999988,134084.82999999987,147726.7499999997,132810.73999999996,133792.8899999998,139259.53000000014,143533.22999999984,145125.1499999998,131218.93999999992,154839.41999999975,150804.1099999999,118132.8200000001,118769.98000000003,6798078.260000007,ESTADUAL
19843929000372 INSTITUTO RAUL SOARES,35851.64000000004,42386.42000000006,51190.50000000002,36304.84000000005,34031.460000000065,34920.04,34827.72000000002,29900.140000000014,32646.660000000014,31735.00000000003,34112.23999999999,32381.240000000034,33327.52000000001,33881.439999999995,39031.38000000003,60465.97999999991,61305.95999999997,63133.2,78480.40000000004,72196.93999999993,73534.25000000001,75445.23000000007,73725.67000000004,68418.51999999999,72876.1600000001,72600.19000000013,70541.55000000008,65786.4,77830.4499999999,78037.66000000003,79975.99000000003,79192.08000000009,74115.09000000003,81983.68000000005,79006.89999999994,79884.01000000005,78752.97999999997,77945.48999999993,80322.42000000001,79537.61,75338.1,77391.56999999996,78799.47999999998,74461.82000000005,85883.07999999996,79076.48,83806.60999999996,102329.51999999993,102444.94999999991,104522.21999999986,105676.06000000003,103945.26999999987,107089.70000000001,103541.21999999981,105185.76999999979,92232.68,100021.54999999993,99242.73999999998,103281.68999999984,102762.35999999996,103310.52999999987,105214.47999999988,4487180.929999998,ESTADUAL
19843929000453 CENTRO PSICO DA ADOLESCENCIA E INFANCIA,6531.639999999997,7697.1799999999985,7697.179999999998,7616.399999999997,7847.199999999997,6589.339999999998,7189.419999999997,6958.619999999998,6531.639999999998,7858.739999999996,7720.2599999999975,7420.219999999996,6497.019999999998,6554.719999999996,8204.939999999997,8908.879999999997,9105.06,8354.959999999997,6670.119999999996,7039.399999999999,7120.1799999999985,6750.899999999999,7004.779999999997,6150.819999999998,6381.619999999999,6231.5999999999985,5596.899999999998,3877.4399999999996,3900.519999999999,2861.92,2769.5999999999995,2665.7400000000002,2861.92,2769.5999999999995,2861.92,2769.5999999999995,2861.92,2861.92,2769.5999999999995,2861.92,2769.5999999999995,2861.92,2861.92,2584.9599999999996,2861.92,2769.5999999999995,2861.92,3160.17,3131.31,2504.1800000000003,2423.3999999999996,2492.6400000000003,2423.3999999999996,2504.1800000000003,2504.1800000000003,2261.8399999999997,2504.1800000000003,2423.3999999999996,2423.3999999999996,2423.3999999999996,2504.1800000000003,2504.1800000000003,290683.24000000017,ESTADUAL
19843929000615 C H P B FHEMIG,198430.299999999,219398.47999999922,178581.50000000081,231850.13999999853,156724.7400000001,197530.18000000014,228757.41999999795,202273.1199999984,189359.8599999998,200934.4800000017,213039.9399999997,0,419802.1199999983,287935.28000000207,309440.11999999743,335153.1200000006,324065.29999999626,318951.8800000021,326409.72000000207,281311.9399999995,313450.8000000018,318379.6199999974,311475.58000000217,324637.55999999726,317161.26000000257,313051.68000000226,333959.85999999737,312398.58000000176,285197.91999999736,300196.52000000206,332021.56000000134,279041.3600000017,290283.50000000175,292590.99999999744,328624.9200000025,313321.5799999972,318361.16000000254,289766.62000000203,293550.91999999754,301754.1600000022,278395.2599999974,286166.9200000022,280998.1200000016,265916.3000000015,288991.3000000016,275275.519999998,289637.4000000013,348184.8800000004,346453.8800000007,356193.6400000006,342553.3600000002,350562.12000000087,342807.24000000034,352570.08000000066,347007.8000000003,313172.5199999978,340683.8800000004,335952.4800000002,341214.7200000007,333044.3999999998,343476.5600000008,339183.6800000009,18087617.86000001,ESTADUAL
19843929000704 CASA DE SAUDE SANTA FE,91945.44000000037,90264.38000000035,87583.62000000026,89075.78000000035,84056.66000000025,89817.75000000035,84830.3500000003,79148.67000000022,87914.29000000034,85291.91000000025,84033.6800000003,0,733.36,240668.68000000025,80008.09000000023,79887.52000000022,78060.74000000021,83229.3100000003,82519.0000000003,76548.72000000016,81242.31000000029,78387.97000000022,82764.08000000031,78629.4400000002,79335.33000000028,79444.04000000028,76013.1800000002,76656.72000000026,74435.2400000002,77864.21000000027,75936.77000000024,66231.93000000018,74384.13000000024,76132.44000000018,73728.38000000024,67835.94000000016,72160.27000000024,70950.04000000023,70538.93000000017,71290.08000000023,72953.70000000019,70114.20000000023,68979.98000000023,63456.38000000016,70293.09000000023,68137.83000000013,69757.78000000017,82687.41999999995,85904.07000000004,87451.39000000004,68467.99000000014,100843.6000000002,63674.2399999998,136078.66000000006,40071.97999999999,35766.47999999999,98652.29000000008,89685.67000000009,90813.9500000001,113927.02000000012,117516.47000000016,192705.22000000044,5067518.790000013,ESTADUAL
19843929000887 CASA DE SAUDE PADRE DAMIAO,185594.48000000097,182200.2300000009,182337.7499999994,186733.89000000097,180681.09999999942,188241.72000000102,180037.1700000009,160454.64999999964,176880.9900000009,171491.91999999963,172418.61000000086,170143.67999999967,175591.48000000088,89282.95000000035,85589.24000000025,88411.88000000034,299149.88999999955,88736.38000000034,88564.31000000033,80887.62000000018,88585.60000000034,85888.82000000025,89467.50000000035,85986.70000000026,89158.63000000034,72913.75000000025,162150.44999999987,88679.58000000034,160372.71000000075,238337.4000000009,162391.62000000093,141873.50000000035,157948.0300000008,153952.27000000025,154920.47000000064,145298.69000000058,153749.20000000077,150153.1100000007,150935.2800000001,155307.9300000008,143787.48000000024,153434.45000000074,153537.65000000098,136752.40000000055,150765.67000000086,148204.22000000006,136632.43000000075,208501.91999999934,172697.70000000042,181801.35000000036,177147.74999999916,174761.1400000004,133197.31999999934,168807.92999999988,134982.27000000022,119587.51000000005,104191.73000000013,58360.83999999996,171616.57,142549.74000000034,149903.71000000014,348241.2600000005,9290964.220000021,ESTADUAL
19843929000968 SANATORIO SAO FRANCISCO DE ASSIS DE BAMBUI,127468.32000000057,130812.56000000058,119662.00000000044,121144.38000000054,120547.80000000042,130073.9900000006,126991.96000000057,111207.64000000032,112570.11000000045,126024.41000000047,121819.05000000054,113589.6000000004,131209.6100000006,72826.50000000025,70415.49000000017,71557.63000000024,244042.80999999912,71600.74000000024,72804.42000000025,66010.56000000011,70726.84000000021,74554.30000000018,73100.98000000024,68921.74000000017,71337.66000000024,107104.58000000047,109226.07000000039,107498.82000000046,103020.42000000035,79896.20000000029,107361.12000000043,120038.06000000032,106313.67000000042,98984.2200000003,103099.62000000043,97705.6400000003,96944.03000000039,105246.76000000043,98655.46000000031,97645.7200000004,101332.98000000033,98397.4200000004,103483.83000000034,91965.21000000025,112365.68000000046,104865.0000000003,104114.28000000045,122739.3399999996,121494.78999999982,128683.80999999976,132547.39999999953,127593.81999999976,105932.78999999963,18442.61,14960.339999999997,10052.740000000003,23130.049999999996,371510.22999999917,255077.97999999998,245692.3999999995,131705.61000000002,129715.68,6815565.4800000135,ESTADUAL
19843929001000 HOSPITAL REGIONAL JOAO PENIDO,41033.60000000005,48314.16000000007,41357.93000000005,28361.510000000006,43636.14000000007,41022.77000000007,40750.85000000006,29180.290000000015,40135.83000000004,37374.250000000044,39985.06000000007,44936.81000000008,0,30224.91999999999,27656.54000000001,69935.34,24834.829999999987,24625.089999999993,27295.130000000012,26353.079999999984,22310.739999999998,25723.04999999999,32120.61000000002,26741.07,39863.70000000003,38732.020000000026,32857.02,31795.049999999996,34031.77000000001,28165.15,40193.73999999999,25552.870000000006,34781.97999999999,47883.52,55851.61999999997,48036.10000000001,69185.85,47591.229999999974,57069.33999999999,51382.03999999997,39005.18,48784.64,41008.58999999999,42081.15999999997,42665.21999999999,61225.22999999998,72793.14999999998,88641.34999999996,77600.95,72574.78000000006,80425.02999999998,66347.43999999999,78297.10000000005,98389.42999999996,59229.15000000002,71310.85000000003,91695.22000000003,86927.06,64872.74000000004,93568.45000000004,98567.4,88909.05000000006,3061801.7700000014,ESTADUAL
19843929001182 HOSPITAL EDUARDO DE MENEZES,41560.27000000003,43218.560000000005,46930.990000000034,37922.78000000001,36116.85,35953.51000000001,33348.43,31178.559999999998,21202.590000000004,42866.9,58259.090000000004,52007.55000000004,54523.789999999986,52982.060000000005,47952.38000000002,47724.290000000066,42738.66000000003,40674.069999999985,49965.16000000001,61416.930000000015,66232.39000000004,60164.659999999996,71685.12000000004,47675.399999999965,61100.04999999999,36994.91,48293.56000000006,59664.25000000005,53203.23000000006,57971.61000000009,46395.509999999995,81767.26999999996,64190.31999999998,59392.64999999992,61206.62999999995,62364.919999999904,68402.77000000003,41350.91999999992,62458.15,52636.32999999989,50738.29999999988,76394.89000000007,41058.69999999999,59343.179999999906,68707.32999999991,68338.66999999994,73644.60999999994,90432.33000000009,80778.13999999998,79327.59,68570.81999999999,75575.59,65782.36000000002,75908.06000000004,82441.29000000004,73643.79999999997,89439.13000000008,67412.50000000001,92592.20000000006,81113.45000000006,83262.18000000005,88251.58000000013,3674450.7699999996,ESTADUAL
19843929001263 HOSPITAL REGIONAL ANTONIO DIAS,39754.47999999997,45350.11999999998,39152.46999999992,40379.139999999905,42623.72999999993,43238.36999999995,32873.739999999976,32007.739999999994,35248.859999999964,35539.81999999996,39873.229999999916,39869.51999999994,40472.62000000002,37167.939999999944,36025.95999999998,36157.53999999992,39344.359999999935,33746.17999999998,38049.37999999988,35787.56999999998,47526.269999999946,44165.08999999995,46823.40999999994,47335.159999999945,44369.27999999996,52319.02999999994,45404.64999999997,50630.219999999994,43995.23999999996,50314.9899999999,40164.82999999995,41771.00999999995,47282.26999999998,44368.88999999996,54330.349999999926,36981.06000000001,49144.63999999992,41681.79999999994,0,78229.30999999985,38569.31999999998,39538.68999999996,37324.919999999984,37345.349999999955,43159.080000000016,37242.459999999985,43105.169999999955,68535.04000000001,64065.56000000002,49072.34000000001,48250.150000000016,59415.759999999966,49123.18999999998,40311.75000000001,46316.079999999994,42009.19000000004,40212.73,48974.140000000014,45525.24000000003,10636.959999999997,90939.36000000002,62921.350000000006,2712094.0999999978,ESTADUAL
19843929001344 HOSPITAL JOAO XXIII,304069.84999999945,418958.0899999996,265812.15000000014,411400.3000000001,357851.5499999992,85635.5900000001,72793.08999999985,669967.7699999928,404595.5699999989,353149.7800000015,459235.90999999753,418323.6999999992,298014.49999999994,376655.9700000016,329980.60000000155,421208.2899999993,293557.88000000134,267150.48000000167,326439.760000001,331797.80999999994,388145.4799999984,511149.63999999664,561225.4699999967,500475.1599999968,569013.3599999972,516582.029999997,418907.88999999745,374622.41999999806,355044.0099999976,384557.98999999906,328729.2399999988,356490.76999999984,468499.5299999985,491529.7199999991,696373.3700000047,675182.7600000004,455055.1199999976,462382.3599999983,587423.5099999973,521059.61999999714,480796.54999999766,473429.6799999973,559150.9300000009,474436.4899999973,664398.8399999985,552061.3599999988,761994.0599999999,1002370.3200000017,1004990.2000000022,1020340.5400000036,978951.0699999998,1297791.7600000077,1031620.7000000097,1154854.1600000036,1183686.9500000027,956923.8500000043,1415749.2199999972,1242958.5200000016,1821728.4899999904,1463518.1600000015,1671256.4099999964,1644515.5299999982,39346571.87999998,ESTADUAL
19843929001425 HOSPITAL MARIA AMELIA LINS - HMAL,43805.41999999995,41224.94999999995,36247.43999999998,29502.749999999985,49746.12999999991,37819.620000000024,34590.41,41668.399999999965,33297.81,56559.42999999995,49761.289999999935,49785.33999999994,50695.119999999944,48597.42,34890.87,35724.00000000001,41676.68000000003,46296.829999999994,63682.009999999966,64737.869999999915,54582.47000000004,66173.52999999998,87178.88999999994,71462.08000000012,80636.56999999996,81009.22000000002,70245.16000000006,48132.95999999999,72065.22000000006,51212.16000000002,76869.09999999993,58136.799999999996,51355.69000000003,63834.209999999955,78559.57,65351.91999999999,92168.98000000011,61460.06999999994,76466.12000000005,59728.08999999999,64241.39999999995,58544.59999999995,87806.48000000004,58901.83999999997,61004.55999999999,40252.299999999996,104057.57000000004,88150.77999999997,108465.53000000006,98577.06999999996,97115.69999999992,78503.49999999994,99327.41999999997,59854.19000000002,79561.32000000004,74928.70999999999,100537.16000000005,106618.95000000007,92871.50000000001,94212.93000000004,87518.9100000001,102049.97000000009,4100040.9899999993,ESTADUAL
19843929001506 HOSPITAL INFANTIL JOAO PAULO II,36698.04999999999,44693.89999999995,34709.76000000001,31711.10000000001,30822.050000000017,28210.77999999999,37454.38999999997,34106.729999999974,34554.65999999998,28951.909999999978,39641.66999999994,44939.71999999996,48601.359999999804,52462.40000000001,43803.959999999985,39069.180000000044,41604.539999999986,56567.70000000006,62530.16999999998,56895.479999999996,105051.43999999975,110328.03000000006,104200.06999999999,120473.81000000004,94337.58999999985,83738.58999999987,94037.32999999974,43617.35000000001,98940.47999999976,64351.18999999993,81026.49999999997,96047.03999999992,71738.57999999987,110840.90999999916,101043.54999999954,98023.91999999952,132762.3199999998,83508.15999999965,111375.70999999983,103708.8899999998,88245.4399999997,82054.9999999997,103991.51999999977,98892.99999999978,101595.78999999969,99394.30999999984,114619.83999999947,128464.35999999933,166457.9500000009,136033.96000000005,120790.42000000006,120596.99000000006,111733.11000000002,119154.04000000007,116998.66999999993,93412.57999999993,122388.70999999993,130747.60999999984,146176.07999999996,134453.22999999975,146873.74999999985,157700.3600000001,5377957.689999993,ESTADUAL
19843929001778 CASA DE SAUDE SANTA IZABEL - CSSI,308806.8599999993,307060.2999999994,295838.0299999969,301509.9699999996,292112.579999997,299110.8299999997,291087.4000000001,268332.87999999715,298997.14999999973,105565.78000000036,114596.42000000051,103947.03000000035,117184.86000000052,110146.70000000046,64472.990000000136,65075.820000000196,157242.0500000005,153842.9900000007,108129.44000000047,103578.22000000028,115673.2100000005,102605.05000000034,109054.53000000046,107061.81000000038,105867.61000000045,104736.76000000045,102049.63000000034,109722.14000000047,10865.969999999996,99387.08000000041,156296.8300000007,84799.15000000023,94971.85000000034,93064.63000000025,92145.3800000004,92684.88000000028,92284.82000000036,89840.56000000035,89468.93000000025,96361.76000000039,89170.28000000028,94926.18000000037,3609.44,125238.28000000038,73626.46000000018,52405.99000000003,58607.72000000009,68813.16000000009,63134.650000000074,65691.8600000001,61310.790000000095,65252.050000000134,61504.87000000008,5346.15,297290.4600000001,9197.81,11542.499999999998,7583.4400000000005,10416.220000000003,7127.16,14006.120000000003,8107.910000000001,7069490.380000004,ESTADUAL
19843929001859 SABARA - HOSPITAL CRISTIANO MACHADO,22983.389999999996,20604.709999999985,21469.239999999983,18271.609999999997,20576.74,19749.479999999996,20303.649999999998,20992.18,21466.499999999996,23584.769999999986,19547.90999999999,20238.719999999994,19979.769999999997,17699.26,16460.649999999994,18388.249999999996,17429.130000000005,19583.72,0,43765.85000000001,23072.41,20697.619999999995,18770.86,18663.699999999986,19092.339999999997,0,33568.00999999998,15859.679999999998,13430.720000000001,14055.819999999998,13430.72,12323.400000000003,14538.039999999999,13037.799999999996,14073.679999999998,13127.179999999997,14305.859999999997,13466.439999999999,14984.539999999997,16091.859999999993,15002.399999999998,15966.839999999998,15539.459999999997,12314.610000000002,17160.93,17734.979999999985,16033.92,21436.8,18556.229999999992,21972.719999999994,9601.9,8418.41,19047.489999999998,7234.919999999999,8234.029999999999,11143.8,15539.41,190634.7899999999,26728.169999999995,26776.049999999996,26421.77999999999,25751.039999999994,1266936.8900000001,ESTADUAL
19843929002740 HOSPITAL ALBERTO CAVALCANTI,27477.35000000004,30112.520000000037,23250.740000000013,40858.88000000001,31068.60000000003,42789.599999999984,32017.760000000024,27172.040000000034,38903.320000000036,37043.340000000026,34220.390000000014,31086.430000000026,38759.71999999995,32031.690000000006,22849.63000000001,15656.21000000001,20197.16,40174.92999999998,41709.489999999976,24354.23000000002,33647.36000000001,38428.57000000003,52693.51999999998,36522.62000000002,50509.87000000001,44666.020000000004,41689.529999999984,41773.78,37278.76000000002,32090.560000000016,42601.47000000001,33925.310000000005,46862.15000000007,47728.97000000005,48794.600000000006,47378.85000000001,57954.33999999998,39286.13,60677.28000000005,50101.24,51555.69999999998,34814.00000000001,45667.180000000015,40708.85000000003,51911.86000000001,49250.41000000004,56135.66000000005,73872.46999999996,77850.07000000005,73739.52999999998,60477.31999999995,68591.51999999992,72141.16000000008,49649.59999999992,78113.39999999998,49145.180000000015,75894.97999999992,79915.51,64124.84000000001,69377.98000000003,78379.55999999995,92815.97999999997,2910477.720000001,ESTADUAL
19843929002820 HOSPITAL JULIA KUBITSCHEK,70404.11999999994,69299.87000000004,74804.13999999997,73507.05,58805.69999999987,47114.89000000001,65363.270000000004,88629.64000000003,55515.130000000056,65462.699999999844,88476.1399999999,101101.77999999981,91328.76000000007,79474.78999999985,89967.35999999994,81965.47999999986,97220.63999999978,65102.46000000005,81581.02000000072,81715.55000000069,137356.04999999978,87973.7800000008,113123.64000000083,108922.27000000069,94365.41000000073,94221.8500000008,189991.00999999885,179427.28999999922,209640.9899999993,111680.08999999965,190401.73000000068,147793.00000000038,124161.6199999996,93824.90000000017,165169.40999999974,127698.29999999951,168610.75999999943,106044.9300000003,138936.11999999988,128414.28000000118,71836.69000000111,339533.95000000636,214595.24000000107,118268.65999999979,218774.16999999908,204554.60000000038,288103.6600000012,216889.62000000066,397817.59999999905,318580.8299999982,241312.58999999968,257450.23000000004,279318.8099999997,193577.9899999996,245077.84999999983,212711.5099999999,303939.9300000002,274905.3399999997,253234.93999999968,264838.14000000025,280435.8299999995,307669.2799999992,9748025.380000008,ESTADUAL
19843929002901 MATERNIDADE ODETE VALADARES,68365.30999999959,77336.84999999982,101155.2600000001,98285.59999999998,67079.58999999998,97764.80999999976,61375.359999999906,116695.54999999999,57879.44000000004,119768.51000000011,107581.98000000004,110988.03999999986,119084.69999999987,107247.5099999999,64729.55000000004,109480.69999999927,110706.04999999913,77439.0399999997,118453.70999999992,140879.34999999867,143225.73999999912,121007.66999999965,135376.68999999942,128200.76999999919,112112.6200000001,129239.7999999995,68471.11000000032,155028.68999999826,108051.45000000001,108869.86000000002,85990.85000000002,99644.17999999983,94800.93999999989,159354.32999999903,120816.69999999962,78134.41000000016,121381.16000000018,114881.82000000017,115054.74000000033,71016.2900000001,110430.61000000026,68643.88000000003,67807.6099999999,80579.62,99320.76000000047,123840.6200000008,172503.1000000006,175183.99999999913,160471.63999999978,195517.14999999912,210090.37999999968,158746.15000000037,218126.10999999978,181006.8200000003,175829.32999999908,133103.4700000002,182462.39999999912,179433.71999999936,185963.89999999956,225853.77999999866,201153.71999999887,197464.21999999936,7706489.719999987,ESTADUAL
19849462000106 SANTA CASA DE MISERICORDIA DE COROMANDEL,10791.969999999992,13371.829999999987,16220.509999999997,22417.539999999986,13722.460000000005,13221.690000000002,13718.450000000003,11352.760000000002,11042.219999999992,14208.349999999995,16172.560000000003,13846.180000000004,11514.180000000002,12626.600000000004,11240.759999999998,6749.300000000004,8766.020000000002,13134.520000000004,12108.979999999996,10257.119999999995,8620.360000000002,7989.760000000003,8822.140000000001,10320.61,9218.079999999998,14827.710000000001,8395.170000000002,7882.850000000002,13360.220000000003,6994.680000000001,6325.090000000001,7036.780000000001,8534.999999999998,8578.560000000001,8041.330000000001,10208.11,7697.6399999999985,11378.230000000005,11746.150000000005,9965.569999999998,6005.000000000001,5836.810000000002,9196.279999999999,7223.309999999999,9474.590000000002,11519.610000000002,10073.849999999997,12902.819999999996,14237.71,11582.870000000003,9942.249999999996,7151.14,9155.710000000003,11903.210000000001,8967.600000000002,9797.109999999997,8880.84,12600.310000000001,9635.42,10564.999999999995,12215.47999999999,13964.929999999998,665259.89,FILANTRÓPICO
19863224000155 HOSPITAL SIDERURGICA LTDA,89745.20000000039,115846.81000000071,141294.07000000036,85746.57000000018,91657.13000000038,103612.31000000033,69477.03,80449.99000000003,98156.33000000038,90316.7900000002,109225.55000000031,101931.91000000035,98806.61999999985,87089.88000000022,105331.91000000035,106932.55000000026,99600.05000000022,91885.22000000035,85234.33000000016,92302.87000000033,104286.88000000016,87956.94000000026,114191.93000000014,91341.63000000016,88086.73000000023,95099.50000000026,87258.50000000017,90825.27000000031,77268.52000000016,81021.0400000002,74046.94000000003,82496.02999999998,98360.7200000001,77233.29999999999,102270.06999999988,91562.91000000009,94913.98000000026,87835.30000000018,108985.03000000033,102663.70000000022,100546.81000000038,76841.63000000014,84210.95999999993,82009.72999999995,91547.59999999995,84070.53000000007,97405.44000000019,122049.61999999962,100634.60999999991,101812.5899999999,111531.46999999981,111135.76999999971,111341.79999999989,109847.62999999976,0,191039.78999999954,110430.68999999986,111201.41999999988,111589.28000000001,111603.48999999987,111189.53999999985,110721.46999999984,6025109.910000008,PRIVADO
19864784000124 ORGANIZACAO MEDICO HOSPITALAR LTDA,104698.24999999948,118548.16000000002,167896.33999999939,113272.88999999982,99689.15000000008,124247.12000000007,111396.29999999974,101043.78000000009,115478.49999999972,111706.70999999964,144026.05999999924,117287.13999999932,118742.72999999997,115488.72999999968,106455.74999999948,106528.85999999968,101306.69999999968,105856.47999999982,105743.24999999956,88527.26999999971,126619.4499999996,118607.36999999954,138161.2099999999,109078.98999999967,118723.58999999955,136317.8599999995,87400.23000000003,92923.33999999987,93192.20999999999,68946.31999999993,95528.65000000008,86888.03000000009,113496.73999999971,117311.57999999973,107712.09000000001,103235.59999999986,100520.79999999986,88940.4999999998,99950.72999999966,102191.40999999983,75267.79999999989,70433.04999999984,91766.68000000014,76869.27000000014,97640.29000000001,84131.48000000008,116085.33000000019,158349.64999999976,128116.17999999956,127077.77999999971,109838.86999999979,110432.59999999971,109402.05999999965,111043.73999999982,0,216925.75999999943,110155.44999999969,110299.07999999961,110409.11999999973,110614.74999999978,110817.82999999965,108999.98999999963,6728363.629999988,PRIVADO
19878404000100 FUNDACAO SAO FRANCISCO XAVIER,319789.0200000001,439316.5800000025,384990.01000000193,378218.8100000001,360067.2500000004,371105.81000000174,278951.71000000136,252166.08000000112,255413.70000000144,265929.71000000107,284092.03000000067,290002.6100000001,289164.9700000008,241776.9300000007,164969.93999999997,229401.26000000123,231624.1900000018,274505.90000000165,250429.9500000005,178791.67000000074,291487.95999999973,201722.02000000078,276116.2000000013,209032.54000000068,211162.1200000012,293473.91000000096,282856.1800000002,296643.80000000005,285657.1400000013,312654.5300000012,309259.5000000002,281772.1499999998,316232.9599999999,327527.87999999966,328038.7399999998,341164.31999999995,308650.8600000004,325413.6400000018,305306.01000000024,350883.4100000017,303130.97000000085,310033.3700000012,293357.41,288030.4099999997,289412.27000000037,315025.2599999991,0,922578.8599999979,470494.68000000255,457957.32999999996,396375.22000000044,506267.52,550421.19,499890.6900000014,459809.3700000037,445505.2200000037,498515.3500000046,474710.05000000546,503145.50000000437,482533.45000000444,503195.4500000031,490027.44000000274,21056181.010000065,PRIVADO
19906775000159 HOSPITAL INFANTIL SAO DOMINGOS SAVIO LTDA,27725.53999999995,30664.429999999953,25891.39999999995,28170.789999999946,32858.51999999996,26874.489999999958,29302.549999999937,27916.85999999994,35414.29999999994,33693.80999999996,34017.099999999955,28227.989999999958,21097.990000000005,23928.409999999974,25143.18999999996,27087.209999999952,29004.309999999954,34059.62999999994,28390.749999999956,27844.049999999952,40099.43999999988,42878.52999999989,41559.32999999988,28127.039999999954,37419.809999999925,32457.19999999995,25923.649999999976,32282.389999999945,23984.48999999996,28593.189999999944,26882.67999999998,23585.509999999987,31428.029999999984,35786.66999999995,36691.97000000002,34900.05000000007,31721.530000000068,25998.200000000033,25117.540000000023,28644.200000000044,25451.810000000034,23093.40000000002,24346.49000000003,23258.870000000017,30575.85000000004,37222.830000000016,45605.37999999999,43181.50000000008,48018.73000000008,47589.85000000009,48691.01000000011,40922.72000000007,51265.08000000009,50143.55000000009,46495.340000000084,46710.9700000001,58340.33000000011,72825.93000000011,76645.16000000012,70251.54000000011,63674.950000000135,48005.02000000007,2233711.0799999996,PRIVADO
19911312000185 HOSPITAL VALE DO JEQUITINHONHA,32875.560000000034,31358.040000000023,33584.11000000003,35261.280000000035,31426.490000000023,29640.229999999996,31967.820000000018,32053.97,28533.770000000026,32067.800000000017,29436.180000000004,34828.08000000004,30185.54000000002,28541.740000000016,24521.32000000001,27323.49000000001,25156.710000000003,24486.96000000001,24296.40000000001,25593.400000000005,24626.15000000002,25243.34,26392.77000000001,24453.249999999978,26174.60000000001,25651.900000000005,20805.139999999985,23018.28999999998,24588.099999999984,22410.799999999985,23999.859999999997,21666.26999999999,22678.559999999983,21166.27999999999,25741.199999999997,20730.53999999999,18954.439999999977,21503.64999999998,21832.899999999994,22737.299999999974,20814.21999999999,22161.259999999984,23666.469999999987,22715.369999999995,22108.909999999985,22303.48,20837.469999999994,29039.989999999994,31334.780000000006,31078.379999999986,31490.860000000062,31550.600000000017,25787.339999999993,28329.68,27483.969999999987,31150.93999999999,31170.469999999998,31047.479999999996,31154.519999999968,31170.090000000004,31174.74,31178.139999999978,1666263.3900000001,FILANTRÓPICO
